pblancId,seq,url,status,http,content_type,filename,size,path,error
PBLN_000000000125402,0,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000768965&fileSn=0,ok,200,application/x-download,붙임1 기업환경 개선사업 공고문.hwpx,92879,api\PBLN_000000000125402\0_붙임1 기업환경 개선사업 공고문.hwpx,
PBLN_000000000125401,0,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000768963&fileSn=0,ok,200,application/x-download,1. 2026 경기도 무역위기 대응 K-FOOD 싱가포르 통상촉진단 참가기업 모집 공고.pdf,232998,api\PBLN_000000000125401\0_1. 2026 경기도 무역위기 대응 K-FOOD 싱가포르 통상촉진단 참가기업 모집 공고.pdf,
PBLN_000000000125400,0,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000768961&fileSn=1,ok,200,application/x-download,2026 여주시 중화권 해외시장개척단 재공고문.hwpx,83655,api\PBLN_000000000125400\0_2026 여주시 중화권 해외시장개척단 재공고문.hwpx,
PBLN_000000000125399,0,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000768947&fileSn=0,ok,200,application/x-download,2027년 기업환경 개선사업 신청 안내.pdf,76041,api\PBLN_000000000125399\0_2027년 기업환경 개선사업 신청 안내.pdf,
PBLN_000000000125398,0,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000768945&fileSn=1,ok,200,application/x-download,붙임 1. 김포시 중소기업 국도비 유치 지원사업 추가모집 공고문.hwp,142336,api\PBLN_000000000125398\0_붙임 1. 김포시 중소기업 국도비 유치 지원사업 추가모집 공고문.hwp,
PBLN_000000000125397,0,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000768941&fileSn=0,ok,200,application/x-download,2026년 용인시 우수기업 공고문.hwpx,92464,api\PBLN_000000000125397\0_2026년 용인시 우수기업 공고문.hwpx,
PBLN_000000000125396,0,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000768910&fileSn=1,ok,200,application/x-download,2026년_사회연대경제_청년_일경험사업_참여_기업_추가(4차)_모집_공고(문).pdf,438620,api\PBLN_000000000125396\0_2026년_사회연대경제_청년_일경험사업_참여_기업_추가(4차)_모집_공고(문).pdf,
PBLN_000000000125395,0,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000768906&fileSn=0,ok,200,application/x-download,붙임 1. 인플루언서 추가모집 공고.pdf,1188897,api\PBLN_000000000125395\0_붙임 1. 인플루언서 추가모집 공고.pdf,
PBLN_000000000125394,0,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000768937&fileSn=0,ok,200,application/x-download,[공고문] 2027년 기업환경 개선사업 공고문.hwpx,77397,api\PBLN_000000000125394\0_[공고문] 2027년 기업환경 개선사업 공고문.hwpx,
PBLN_000000000125393,0,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000768939&fileSn=1,ok,200,application/x-download,[공고] 2026년 메가쇼 시즌2 단체관 참가 지원사업 참가기업 모집 공고+.pdf,244073,api\PBLN_000000000125393\0_[공고] 2026년 메가쇼 시즌2 단체관 참가 지원사업 참가기업 모집 공고+.pdf,
PBLN_000000000125392,0,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000768933&fileSn=1,ok,200,application/x-download,참여기업 모집 공고문(기간연장).hwpx,119820,api\PBLN_000000000125392\0_참여기업 모집 공고문(기간연장).hwpx,
PBLN_000000000125391,0,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000768904&fileSn=1,ok,200,application/x-download,「중동사태 어업용 면세유 유가연동보조금 지원사업」신청 공고+.pdf,226795,api\PBLN_000000000125391\0_「중동사태 어업용 면세유 유가연동보조금 지원사업」신청 공고+.pdf,
PBLN_000000000125390,0,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000768927&fileSn=0,ok,200,application/x-download,[붙임1]3차 추가공모 공고문.pdf,129930,api\PBLN_000000000125390\0_[붙임1]3차 추가공모 공고문.pdf,
PBLN_000000000125389,0,https://www.bizinfo.go.kr/cmm/fms/getImageFile.do?atchFileId=FILE_000000000768929&fileSn=1,ok,200,application/x-download,붙임1. 사업공고문(2026 충북 농식품 호주 무역사절단 파견).hwp,169472,api\PBLN_000000000125389\0_붙임1. 사업공고문(2026 충북 농식품 호주 무역사절단 파견).hwp,
